model,n,mae,rmse,r2,median_absolute_error,mean_bias,macro_mae,low_visibility_mae,ceiling_label_mae,within_1km,within_2km
transfer_weighted_ridge,127,1.036829499289551,1.6274782319150918,-0.28560477706050813,0.6828344794974708,-0.020988822158232574,2.6901286423989195,2.6436772510609567,0.7001566370136376,0.6614173228346457,0.905511811023622
fusion_pca_xgboost,127,0.8927312460471326,1.4866458728939058,-0.07273428167346863,0.5152416229248047,-0.024424522880494126,2.794019155791312,2.5102553367614746,0.5538214365641276,0.8740157480314961,0.9133858267716536
weather_ridge,127,0.9685288652040787,1.5204213760827878,-0.12203146082880645,0.6562392281231517,-0.04417112631069173,2.8186119027542897,2.6085694247224684,0.6249013194002258,0.889763779527559,0.9133858267716536
image_pca_ridge,127,1.0080025850712027,1.5479435773847205,-0.16302045688795075,0.6766052048527023,-0.06553317744188412,2.84000640247214,2.488541868043624,0.6977943543531714,0.7401574803149606,0.8976377952755905
fusion_pca_ridge,127,1.0131495107336719,1.5596227590889915,-0.18063656326000488,0.6710795216657157,-0.07220167544119811,2.8500823612360957,2.5051830522075256,0.700532959186769,0.7401574803149606,0.8976377952755905
dummy_median,127,0.5275590551181102,1.5292425174462532,-0.13508877520312979,0.0,0.5275590551181102,3.0,3.0454545454545454,0.0,0.9133858267716536,0.9133858267716536
