model,family,n,mae,rmse,r2,median_absolute_error,mean_bias,macro_mae,low_visibility_mae,ceiling_label_mae,within_1km,within_2km,balanced_regime_mae,feature_mode,pca_components,C,epsilon,alpha,weight_beta
image_svr_pc3_C1.0_e0.25,svr,127,0.6896564234539453,1.4631790926501937,-0.0391352428249494,0.25045750733334593,0.2783542467317227,2.8903776173817763,2.794030798035905,0.24873988782724893,0.9133858267716536,0.9133858267716536,1.5213853429315771,image,3.0,1.0,0.25,,
image_svr_pc2_C0.3_e0.25,svr,127,0.6897977363454348,1.4618485538832486,-0.03724623129515514,0.24965298109822243,0.2786757371928955,2.877110002899752,2.7953666168038174,0.24863092329701195,0.9133858267716536,0.9133858267716536,1.5219987700504147,image,2.0,0.3,0.25,,
image_svr_pc1_C10.0_e0.25,svr,127,0.6902077462785474,1.4622872937998737,-0.03786893549372361,0.2500126801464866,0.27861770835066096,2.878409763033057,2.7963825622252148,0.24891397531829323,0.9133858267716536,0.9133858267716536,1.522648268771754,image,1.0,10.0,0.25,,
image_svr_pc3_C0.3_e0.25,svr,127,0.6905581294804628,1.462066923661989,-0.03755614048083933,0.2503317705740091,0.2777810262558953,2.8794443773551612,2.7949789267844882,0.2496318671881908,0.9133858267716536,0.9133858267716536,1.5223053969863396,image,3.0,0.3,0.25,,
image_svr_pc1_C30.0_e0.25,svr,127,0.6906482421542888,1.4624977280774436,-0.03816767147470479,0.2500271968732388,0.27835475251279573,2.8796154410102526,2.7968950073345393,0.24933939611652195,0.9133858267716536,0.9133858267716536,1.5231172017255306,image,1.0,30.0,0.25,,
image_svr_pc1_C3.0_e0.25,svr,127,0.6907008636895733,1.4622469125798283,-0.03781161456183879,0.2499743273016115,0.27801481159400554,2.87755197883939,2.7960656991139663,0.24957680293398618,0.9133858267716536,0.9133858267716536,1.5228212510239763,image,1.0,3.0,0.25,,
image_svr_pc1_C1.0_e0.25,svr,127,0.6908264202637634,1.462022753342182,-0.037493450471878464,0.250046463071099,0.2777289008383296,2.875536174284505,2.795602858635586,0.24982564270014332,0.9133858267716536,0.9133858267716536,1.5227142506678646,image,1.0,1.0,0.25,,
image_svr_pc1_C0.3_e0.25,svr,127,0.6908683143304434,1.4619867022604585,-0.037442285331062974,0.2500284459150013,0.2776937386376915,2.8752708342137487,2.795622289248935,0.24987224339514041,0.9133858267716536,0.9133858267716536,1.5227472663220376,image,1.0,0.3,0.25,,
fusion_svr_pc3_C0.3_e0.25,svr,127,0.6913599601937319,1.462615995204701,-0.03833558431340678,0.25538284477694084,0.2773582525397154,2.881299910176276,2.7960730231169957,0.2503724612955243,0.9133858267716536,0.9133858267716536,1.52322274220626,fusion,3.0,0.3,0.25,,
fusion_svr_pc3_C3.0_e0.25,svr,127,0.6919465873486544,1.4623761282489351,-0.03799504110377594,0.3064618929494429,0.26695803696694287,2.879761616853672,2.767747438365475,0.25701688523084476,0.9133858267716536,0.9133858267716536,1.5123821617981599,fusion,3.0,3.0,0.25,,
fusion_svr_pc3_C1.0_e0.25,svr,127,0.6924157986219205,1.4660085470366637,-0.04315802938582047,0.2695221977942186,0.2768387318736232,2.8959680157579544,2.797621031203046,0.2513251784620655,0.9133858267716536,0.9133858267716536,1.5244731048325557,fusion,3.0,1.0,0.25,,
fusion_svr_pc1_C0.3_e0.25,svr,127,0.6926839884054194,1.4633138439135216,-0.039326649653031565,0.25127363268762615,0.2770517932895904,2.8769325530715357,2.7990100971651417,0.2513585179986204,0.9133858267716536,0.9133858267716536,1.5251843075818812,fusion,1.0,0.3,0.25,,
fusion_svr_pc1_C1.0_e0.25,svr,127,0.6968839814297817,1.4669755281320689,-0.04453461995280339,0.2531045602703035,0.27587673174934135,2.8817407731565194,2.807741149403378,0.254609146235314,0.9133858267716536,0.9133858267716536,1.531175147819346,fusion,1.0,1.0,0.25,,
image_svr_pc5_C0.3_e0.25,svr,127,0.7027272293414779,1.4667909103668595,-0.044271728705935987,0.254102160993952,0.26694113104528827,2.882081310043293,2.798815494752711,0.2635468308743623,0.9133858267716536,0.9133858267716536,1.5311811628135368,image,5.0,0.3,0.25,,
fusion_svr_pc5_C0.3_e0.25,svr,127,0.7028607781524471,1.4660198213916389,-0.043174074284284325,0.2584276539605117,0.2653698716819403,2.8779440620195214,2.7946657392947083,0.264577833913116,0.9133858267716536,0.9133858267716536,1.5296217866039121,fusion,5.0,0.3,0.25,,
image_svr_pc8_C0.3_e0.25,svr,127,0.7029480614278196,1.4559849113234216,-0.028941891905559514,0.2766487663932633,0.25593337682607925,2.86945090319801,2.767680514960118,0.27033745211629073,0.9133858267716536,0.9133858267716536,1.5190089835382043,image,8.0,0.3,0.25,,
image_svr_pc15_C0.3_e0.25,svr,127,0.7040276933115974,1.4581312285387409,-0.03197772482431316,0.2753056790800912,0.2539075843238601,2.8738510532639867,2.764949551356889,0.27221549448306015,0.9133858267716536,0.9133858267716536,1.5185825229199748,image,15.0,0.3,0.25,,
fusion_svr_pc8_C0.3_e0.25,svr,127,0.7044245184642387,1.4559807812050733,-0.028936054419571144,0.2780401695949877,0.2535147108833889,2.869614399792768,2.764960957435197,0.27269307410841864,0.9133858267716536,0.9133858267716536,1.518827015771808,fusion,8.0,0.3,0.25,,
fusion_svr_pc5_C1.0_e0.25,svr,127,0.7046356300878434,1.4709727986444647,-0.050234750385864224,0.2765014086997315,0.26260435380454306,2.876313572317923,2.791806317143933,0.2673236766094244,0.9133858267716536,0.9133858267716536,1.5295649968766787,fusion,5.0,1.0,0.25,,
fusion_svr_pc15_C0.3_e0.25,svr,127,0.7056225521462423,1.4590760516241972,-0.0333155362029105,0.27761651518640384,0.2528474754716665,2.8750905230072616,2.766493034260782,0.2738211177984339,0.9133858267716536,0.9133858267716536,1.520157076029608,fusion,15.0,0.3,0.25,,
image_svr_pc5_C1.0_e0.25,svr,127,0.7069294633922517,1.473910198784473,-0.05443338668825115,0.2612969036876365,0.2653716672836578,2.8914945516108634,2.8064146271781936,0.26703733383710193,0.9133858267716536,0.9133858267716536,1.5367259805076476,image,5.0,1.0,0.25,,
fusion_svr_pc1_C3.0_e0.25,svr,127,0.7087505067157021,1.4778128874735417,-0.060024735965861886,0.25912452472575964,0.2724574333518609,2.8952229775422125,2.8321229179222844,0.2638534300819421,0.9133858267716536,0.9133858267716536,1.5479881740021133,fusion,1.0,3.0,0.25,,
fusion_svr_pc5_C3.0_e0.25,svr,127,0.7089975943079951,1.4871541873675398,-0.07346798644329056,0.299719578577319,0.2544161699372831,2.868561744327287,2.7807624558897803,0.2749135280718116,0.8976377952755905,0.9133858267716536,1.527837991980796,fusion,5.0,3.0,0.25,,
image_svr_pc10_C0.3_e0.25,svr,127,0.7100699477924565,1.4565596345835385,-0.029754363995900368,0.2806080697289115,0.24814155054638462,2.871405770644592,2.765746824750745,0.2793566973821481,0.9133858267716536,0.9133858267716536,1.5225517610664465,image,10.0,0.3,0.25,,
fusion_svr_pc10_C0.3_e0.25,svr,127,0.7113676072694529,1.4572165267746229,-0.03068338896308398,0.2843582354550538,0.24671522043418276,2.8717032210065416,2.7653754345082207,0.2810040625146633,0.9133858267716536,0.9133858267716536,1.523189748511442,fusion,10.0,0.3,0.25,,
image_svr_pc5_C3.0_e0.25,svr,127,0.7115905789448712,1.4940369545731524,-0.08342731370670542,0.2785728025677372,0.2634742944180289,2.916972227944118,2.8143917935701896,0.27100365778528096,0.905511811023622,0.9133858267716536,1.5426977256777352,image,5.0,3.0,0.25,,
image_svr_pc3_C30.0_e0.25,svr,127,0.7128349660513059,1.4618010124868817,-0.037178766943624764,0.2701758877159435,0.19967188113660425,2.806191308846609,2.6406007990408185,0.3089221248535032,0.8740157480314961,0.905511811023622,1.4747614619471607,image,3.0,30.0,0.25,,
image_svr_pc8_C1.0_e0.25,svr,127,0.7138441257620923,1.4533155834648377,-0.025172532053901797,0.3226433306887184,0.22852367912451185,2.860663309448408,2.720016164104516,0.2935033177284414,0.9133858267716536,0.9133858267716536,1.5067597409164786,image,8.0,1.0,0.25,,
image_svr_pc15_C1.0_e0.25,svr,127,0.716076417794019,1.461034363431373,-0.036091144750902915,0.32431361751479315,0.22278826538753158,2.8765563900264297,2.7099048810012945,0.29832188264582826,0.9133858267716536,0.9133858267716536,1.5041133818235615,image,15.0,1.0,0.25,,
fusion_svr_pc8_C1.0_e0.25,svr,127,0.7163492584382217,1.4542038964513078,-0.026426151571268486,0.3415792322522826,0.2244634700803375,2.859029205737043,2.7155276482240227,0.29747378629262516,0.9133858267716536,0.9133858267716536,1.506500717258324,fusion,8.0,1.0,0.25,,
fusion_svr_pc15_C1.0_e0.25,svr,127,0.71972417341667,1.4640988994876203,-0.04044212881368692,0.32067928755650144,0.22107053339077512,2.8813822673876355,2.7154756310123984,0.30156672515851735,0.9133858267716536,0.9133858267716536,1.508521178085458,fusion,15.0,1.0,0.25,,
fusion_svr_pc2_C10.0_e0.25,svr,127,0.7227896566673986,1.4897508811853788,-0.07721998644697114,0.29764322086754724,0.23039381030100628,2.867487959092928,2.7512340978406233,0.29778224994538965,0.889763779527559,0.9133858267716536,1.5245081738930064,fusion,2.0,10.0,0.25,,
image_svr_pc10_C1.0_e0.25,svr,127,0.7290940986825887,1.4542569160751964,-0.026500999012835758,0.32599939332525985,0.21072269890083056,2.8651479416791044,2.712653029388505,0.31349127510611086,0.9133858267716536,0.9133858267716536,1.5130721522473078,image,10.0,1.0,0.25,,
fusion_svr_pc3_C10.0_e0.25,svr,127,0.7329117956888237,1.4716068087582375,-0.05114027760108186,0.34892977666214087,0.20505990957553616,2.838213155103909,2.7073274220130394,0.319224712078036,0.8976377952755905,0.9133858267716536,1.5132760670455376,fusion,3.0,10.0,0.25,,
fusion_svr_pc10_C1.0_e0.25,svr,127,0.7332675404738103,1.4564695307685707,-0.029626965261779103,0.3392424127456355,0.20658666531634848,2.867247534117823,2.7127610030761398,0.31851652926189356,0.9133858267716536,0.9133858267716536,1.5156387661690167,fusion,10.0,1.0,0.25,,
fusion_svr_pc1_C10.0_e0.25,svr,127,0.7382119291074078,1.5150758956548462,-0.11415567874170995,0.27983788101706963,0.2669833753468946,2.9314161368053884,2.9013591742203726,0.2849810777504056,0.905511811023622,0.9133858267716536,1.593170125985389,fusion,1.0,10.0,0.25,,
image_svr_pc5_C10.0_e0.25,svr,127,0.756148785022098,1.5336319000715277,-0.14161421415908415,0.2923511314605225,0.21455059833411944,2.8965586540630257,2.801791401959991,0.3275379509970156,0.84251968503937,0.9133858267716536,1.5646646764785035,image,5.0,10.0,0.25,,
fusion_svr_pc2_C30.0_e0.25,svr,127,0.7583436180897419,1.5082636231833741,-0.1041589931852902,0.29425095902722376,0.1638327827059262,2.817668440180271,2.662318612253533,0.3594155240744712,0.8346456692913385,0.8976377952755905,1.5108670681640022,fusion,2.0,30.0,0.25,,
image_svr_pc8_C3.0_e0.25,svr,127,0.7651413492737907,1.4637928906521396,-0.040007252164529605,0.41780054080114937,0.14412090302957845,2.8616506420347263,2.634506877622329,0.3734647623817159,0.8740157480314961,0.9133858267716536,1.5039858200020224,image,8.0,3.0,0.25,,
fusion_svr_pc8_C3.0_e0.25,svr,127,0.7662150678068085,1.4700139348047123,-0.048865991009919396,0.4141585752599166,0.14412794538014706,2.850014373437691,2.641736951442186,0.37324857790225324,0.8818897637795275,0.9133858267716536,1.5074927646722196,fusion,8.0,3.0,0.25,,
image_svr_pc15_C3.0_e0.25,svr,127,0.7700152562332867,1.4889414331233108,-0.07604970119213905,0.38698580507463554,0.1392205177516341,2.89932429113455,2.6747153312694154,0.37093524051143106,0.8740157480314961,0.9133858267716536,1.5228252858904232,image,15.0,3.0,0.25,,
fusion_svr_pc5_C10.0_e0.25,svr,127,0.7767947733161462,1.5543535229434848,-0.17267240166633036,0.3647482203610046,0.1937000971675771,2.897978666502578,2.8012011034416564,0.3526334470041347,0.8582677165354331,0.905511811023622,1.5769172752228955,fusion,5.0,10.0,0.25,,
fusion_svr_pc15_C3.0_e0.25,svr,127,0.7769021612486083,1.4961175575372083,-0.08644698690243469,0.387830032154481,0.1338974879138065,2.902928039753161,2.6771915041956316,0.37874629891685113,0.8740157480314961,0.9133858267716536,1.5279689015562414,fusion,15.0,3.0,0.25,,
image_svr_pc10_C3.0_e0.25,svr,127,0.777188815101919,1.4594461151379987,-0.03383975955727481,0.40358265249436975,0.1283198253243159,2.8710842181298517,2.6420114631119542,0.38646406980457837,0.8740157480314961,0.9133858267716536,1.5142377664582662,image,10.0,3.0,0.25,,
