model,family,n,mae,rmse,r2,median_absolute_error,mean_bias,macro_mae,low_visibility_mae,ceiling_label_mae,within_1km,within_2km,balanced_regime_mae,feature_mode,pca_components,C,epsilon,alpha,weight_beta
image_svr_pc2_C1.0_e0.5,svr,127,0.8524885477948358,1.434990722427673,0.0005172866255968023,0.49955046589829344,0.029328157688676238,2.749321400636642,2.545243672645592,0.4978160454451538,0.9133858267716536,0.9133858267716536,1.5215298590453727,image,2.0,1.0,0.5,,
fusion_svr_pc3_C0.3_e0.5,svr,127,0.8528774773403996,1.4356462013246463,-0.0003960146864259162,0.49950826863878284,0.029322615258277177,2.753182669732247,2.5463502672734535,0.49805460706871213,0.9133858267716536,0.9133858267716536,1.5222024371710827,fusion,3.0,0.3,0.5,,
image_svr_pc3_C0.3_e0.5,svr,127,0.8529981418940215,1.4351377745111955,0.00031243018449911286,0.49932739438509977,0.028885044208564286,2.749979953937798,2.5454355598870086,0.4983922066954908,0.9133858267716536,0.9133858267716536,1.5219138832912498,image,3.0,0.3,0.5,,
image_svr_pc2_C0.3_e0.5,svr,127,0.853560243642267,1.4353353160986573,3.7204398913859293e-05,0.4997242455602784,0.028282371960555552,2.7497391353026424,2.5453184586717836,0.4990966176360827,0.9133858267716536,0.9133858267716536,1.5222075381539333,image,2.0,0.3,0.5,,
image_svr_pc1_C30.0_e0.5,svr,127,0.8537744015971203,1.4355952319334013,-0.0003249823238702376,0.49994697209412386,0.02843805475354267,2.751170718566564,2.546385953557595,0.4991319811863539,0.9133858267716536,0.9133858267716536,1.5227589673719744,image,1.0,30.0,0.5,,
image_svr_pc1_C10.0_e0.5,svr,127,0.8540309257896507,1.4356870524438983,-0.0004529477640800028,0.4999064156543582,0.028046916807185428,2.7513824607648387,2.545997409313595,0.49952366257511,0.9133858267716536,0.9133858267716536,1.5227605359443523,image,1.0,10.0,0.5,,
image_svr_pc1_C3.0_e0.5,svr,127,0.8540830413368238,1.4355796931870235,-0.00030332759595252945,0.5000658725704792,0.027912768951638463,2.7500547241105853,2.545760634241698,0.4996363075853264,0.9133858267716536,0.9133858267716536,1.522698470913512,image,1.0,3.0,0.5,,
image_svr_pc1_C0.3_e0.5,svr,127,0.8541469343856958,1.435585079654002,-0.0003108341258606373,0.499957676497214,0.027812563640838398,2.750067140334294,2.545655823849314,0.4997355480218899,0.9133858267716536,0.9133858267716536,1.522695685935602,image,1.0,0.3,0.5,,
image_svr_pc1_C1.0_e0.5,svr,127,0.8541630653074738,1.4356045746314101,-0.0003380023791379472,0.5001068298972786,0.027812899389814988,2.750123473689379,2.5457033526489923,0.49974510034067926,0.9133858267716536,0.9133858267716536,1.5227242264948357,image,1.0,1.0,0.5,,
image_svr_pc5_C0.3_e0.5,svr,127,0.8545333916224738,1.437666773573267,-0.003213972054529002,0.5000092556341027,0.02899474912144203,2.7529156441936085,2.550183497147211,0.4992543218934812,0.9133858267716536,0.9133858267716536,1.5247189095203462,image,5.0,0.3,0.5,,
fusion_svr_pc1_C0.3_e0.5,svr,127,0.854746129648204,1.4360277269189903,-0.0009277994665028988,0.49985319855222166,0.02776389166226697,2.750901568626297,2.547244834237041,0.5001273534486381,0.9133858267716536,0.9133858267716536,1.5236860938428394,fusion,1.0,0.3,0.5,,
image_svr_pc5_C1.0_e0.5,svr,127,0.8549857755057008,1.4428965057122747,-0.010525934734470388,0.4982106876157939,0.03222403077175218,2.7593522824463808,2.5608101226644666,0.4975749599105308,0.9133858267716536,0.9133858267716536,1.5291925412874987,image,5.0,1.0,0.5,,
image_svr_pc8_C0.3_e0.5,svr,127,0.8556634804744029,1.4346709738470178,0.0009626519771559483,0.5058160696610017,0.02223443895676242,2.7485262921986173,2.533932631085409,0.5040261346320969,0.9133858267716536,0.9133858267716536,1.518979382858753,image,8.0,0.3,0.5,,
fusion_svr_pc5_C0.3_e0.5,svr,127,0.855719807894965,1.438865612717316,-0.004887786391947868,0.501041933228878,0.02764675430892699,2.7545671826452165,2.549717122724871,0.5007870371686992,0.9133858267716536,0.9133858267716536,1.525252079946785,fusion,5.0,0.3,0.5,,
fusion_svr_pc1_C1.0_e0.5,svr,127,0.8557701638787466,1.437068596742219,-0.0023793217411138823,0.49939499376607444,0.028115490966606628,2.753015769090684,2.5512154128490874,0.500534016475437,0.9133858267716536,0.9133858267716536,1.5258747146622622,fusion,1.0,1.0,0.5,,
image_svr_pc5_C3.0_e0.5,svr,127,0.8561771912295547,1.4629050322867774,-0.03874600939090711,0.492546737595422,0.041564485666227606,2.7783598992545735,2.5912089310400996,0.49264673145972654,0.8976377952755905,0.9133858267716536,1.5419278312499132,image,5.0,3.0,0.5,,
fusion_svr_pc8_C0.3_e0.5,svr,127,0.8569533689284139,1.4358300798256851,-0.0006522938445618909,0.5051770812957468,0.020427299073340694,2.7486845772212805,2.5324396553687003,0.5058990993885442,0.9133858267716536,0.9133858267716536,1.5191693773786223,fusion,8.0,0.3,0.5,,
image_svr_pc15_C0.3_e0.5,svr,127,0.8574241454625329,1.4375841334989787,-0.0030986417208158645,0.5047619651059456,0.018462353227204374,2.751198645088614,2.5281269393999235,0.5073721314946986,0.9133858267716536,0.9133858267716536,1.5177495354473112,image,15.0,0.3,0.5,,
image_svr_pc10_C0.3_e0.5,svr,127,0.8581314762473775,1.4354175640138447,-7.73990818023762e-05,0.5101960454740002,0.01838210296628098,2.7498702232774392,2.5299369218212413,0.5078484305080918,0.9133858267716536,0.9133858267716536,1.5188926761646666,image,10.0,0.3,0.5,,
fusion_svr_pc15_C0.3_e0.5,svr,127,0.8587461297175121,1.438357290477975,-0.004177898579670325,0.5081191914781034,0.01737657366360359,2.7525342256365173,2.5288087120318563,0.5088282553278398,0.9133858267716536,0.9133858267716536,1.5188184836798482,fusion,15.0,0.3,0.5,,
fusion_svr_pc1_C3.0_e0.5,svr,127,0.8587687534431238,1.4400669230087473,-0.006566450427808235,0.49847754906165065,0.02894149303780959,2.7587274404547455,2.562254575069966,0.5018479146260708,0.9133858267716536,0.9133858267716536,1.5320512448480184,fusion,1.0,3.0,0.5,,
image_svr_pc8_C1.0_e0.5,svr,127,0.8588101910913837,1.4358469534872325,-0.000675813016618898,0.5186143085932908,0.009858405302027555,2.7451229511852437,2.507293448680983,0.5134136990249916,0.9133858267716536,0.9133858267716536,1.5103535738529872,image,8.0,1.0,0.5,,
fusion_svr_pc5_C1.0_e0.5,svr,127,0.8589080366883141,1.447191208248573,-0.016550437569616383,0.5024315485108666,0.02787834601504377,2.764802732159635,2.559587968257419,0.5025750986452634,0.9133858267716536,0.9133858267716536,1.5310815334513412,fusion,5.0,1.0,0.5,,
fusion_svr_pc10_C0.3_e0.5,svr,127,0.8596034054836527,1.4365205100032439,-0.0016148682581949014,0.5099255748854485,0.01701137340786085,2.750884513855293,2.5302290208914138,0.5095675622553598,0.9133858267716536,0.9133858267716536,1.5198982915733867,fusion,10.0,0.3,0.5,,
image_svr_pc5_C30.0_e0.5,svr,127,0.8629107922940933,1.5713113306586508,-0.19839940581172488,0.4107193385239487,0.03819502691981821,2.8755157049262787,2.674758723831569,0.48328551140052667,0.8031496062992126,0.8818897637795275,1.579022117616048,image,5.0,30.0,0.5,,
fusion_svr_pc8_C1.0_e0.5,svr,127,0.8631891736738645,1.4398923996430062,-0.006322491321216761,0.5162922963605379,0.0037166832506438756,2.7457839021478003,2.5022055415775584,0.5197762203988049,0.9133858267716536,0.9133858267716536,1.5109908809881816,fusion,8.0,1.0,0.5,,
image_svr_pc5_C10.0_e0.5,svr,127,0.8632516000212674,1.5418125205742104,-0.1538257764688451,0.4621706076187646,0.05484220610804172,2.842709061211193,2.651381470136162,0.48859581771147986,0.8267716535433071,0.905511811023622,1.569988643923821,image,5.0,10.0,0.5,,
image_svr_pc15_C1.0_e0.5,svr,127,0.8646958481685164,1.445886214486699,-0.014717930779992061,0.5164264139205379,-0.0029212312273732646,2.7538706433458775,2.4873949170801173,0.524701757539419,0.9133858267716536,0.9133858267716536,1.5060483373097682,image,15.0,1.0,0.5,,
image_svr_pc10_C1.0_e0.5,svr,127,0.8670434165495607,1.4380456061548157,-0.0037427457849208423,0.5341755926804765,-0.00304795758272907,2.7497018188450557,2.4938050747451728,0.5261981167371467,0.9133858267716536,0.9133858267716536,1.5100015957411597,image,10.0,1.0,0.5,,
fusion_svr_pc5_C3.0_e0.5,svr,127,0.868113924220152,1.4773117710857535,-0.05930596336791849,0.5085226315725766,0.028519733199235855,2.794447615839093,2.588010783915051,0.5077545821888397,0.8976377952755905,0.9133858267716536,1.5478826830519452,fusion,5.0,3.0,0.5,,
fusion_svr_pc15_C1.0_e0.5,svr,127,0.8690929038168944,1.4486976576896464,-0.018667889463301446,0.5272979878319415,-0.006378618366808785,2.7584774488294035,2.490107142094565,0.5294518253206204,0.9133858267716536,0.9133858267716536,1.5097794837075926,fusion,15.0,1.0,0.5,,
fusion_svr_pc1_C10.0_e0.5,svr,127,0.8695641851931739,1.4530373488315416,-0.024780034784114946,0.4958423798117799,0.0313547934783246,2.7790244195222633,2.600379779347281,0.50691710832279,0.905511811023622,0.9133858267716536,1.5536484438350355,fusion,1.0,10.0,0.5,,
fusion_svr_pc10_C1.0_e0.5,svr,127,0.8719813197031359,1.4418994375771665,-0.009129833097460294,0.5319978867766242,-0.007715117472721291,2.7531203301386706,2.49458653825597,0.5320068929587328,0.9133858267716536,0.9133858267716536,1.5132967156073514,fusion,10.0,1.0,0.5,,
image_svr_pc2_C30.0_e0.75,svr,127,0.8792501939376616,1.4276703019637462,0.010688740923828766,0.6325851949978478,-0.06692406177854641,2.767184943491905,2.354507534998315,0.5701486558106674,0.8740157480314961,0.9133858267716536,1.4623280954044913,image,2.0,30.0,0.75,,
fusion_svr_pc5_C10.0_e0.5,svr,127,0.8795919998028703,1.572252185740284,-0.19983496821334668,0.49787854433153456,0.03252753453375352,2.8672457502062554,2.638644193834186,0.5110286829582139,0.8110236220472441,0.905511811023622,1.5748364383962,fusion,5.0,10.0,0.5,,
fusion_svr_pc5_C30.0_e0.25,svr,127,0.8819120758903405,1.6099117060405799,-0.2580016685345967,0.4032220921140688,0.06971639649798704,2.933315852917157,2.802156623505253,0.47957512305673955,0.7637795275590551,0.889763779527559,1.6408658732809962,fusion,5.0,30.0,0.25,,
image_svr_pc3_C30.0_e0.75,svr,127,0.8847792481121406,1.45810933119054,-0.03194672980074387,0.5561460707085626,-0.07250396591574279,2.6573600024311115,2.414652732272191,0.5642343276214633,0.7559055118110236,0.8976377952755905,1.4894435299468272,image,3.0,30.0,0.75,,
image_svr_pc8_C3.0_e0.5,svr,127,0.8849133748810091,1.4640519259207168,-0.040375367621599434,0.5561308398713027,-0.03431376451796193,2.76246022413691,2.4792481057244617,0.5508622884185712,0.8188976377952756,0.9133858267716536,1.5150551970715165,image,8.0,3.0,0.5,,
fusion_svr_pc1_C30.0_e0.5,svr,127,0.8991929994417973,1.5044540570280265,-0.09858827669520775,0.489011272293137,0.03781679220128194,2.8338160986036343,2.7045509895152517,0.5209275158073594,0.8661417322834646,0.905511811023622,1.6127392526613056,fusion,1.0,30.0,0.5,,
fusion_svr_pc8_C3.0_e0.5,svr,127,0.8993721897196381,1.4778194384286798,-0.06003413389430157,0.5492168113840084,-0.04997666556878424,2.774974745525295,2.4875645894298675,0.5666080678755901,0.8267716535433071,0.9133858267716536,1.5270863286527288,fusion,8.0,3.0,0.5,,
fusion_svr_pc2_C30.0_e0.75,svr,127,0.8995623773731253,1.5312921520842588,-0.1381335197128184,0.4777436449770107,-0.06470006719990219,2.858466966387962,2.5178585604129,0.5604907961647915,0.7637795275590551,0.8740157480314961,1.5391746782888458,fusion,2.0,30.0,0.75,,
image_svr_pc10_C3.0_e0.5,svr,127,0.9105041955099865,1.4691410232455633,-0.04762070293668219,0.6024908901110617,-0.06583319013546647,2.7972799395283765,2.485509412869776,0.5805031023488877,0.8188976377952756,0.9133858267716536,1.533006257609332,image,10.0,3.0,0.5,,
image_svr_pc15_C3.0_e0.5,svr,127,0.918547041194958,1.4977615188040618,-0.08883591422010628,0.5634237039473646,-0.06471669397317846,2.8549184622232713,2.5577165735118346,0.5751019963285646,0.7952755905511811,0.9133858267716536,1.5664092849201996,image,15.0,3.0,0.5,,
image_svr_pc3_C10.0_e0.75,svr,127,0.9217737553888216,1.4537562847007646,-0.025794369881616763,0.6330868988847413,-0.10841339180290353,2.8034733745024325,2.3790269119612732,0.616444522583165,0.8267716535433071,0.9133858267716536,1.497735717272219,image,3.0,10.0,0.75,,
fusion_svr_pc2_C10.0_e0.75,svr,127,0.9219171952023756,1.4620675720872427,-0.03755706079131493,0.6203912354960188,-0.10827974655196099,2.8037843678332846,2.377820459673479,0.6168707969322399,0.8031496062992126,0.9133858267716536,1.4973456283028594,fusion,2.0,10.0,0.75,,
image_svr_pc8_C10.0_e0.25,svr,127,0.9250917278538808,1.5549140808191324,-0.17351837302768103,0.600074462454355,-0.047780109117881324,2.9118103506693416,2.621413995154042,0.569671824229085,0.7480314960629921,0.889763779527559,1.5955429096915634,image,8.0,10.0,0.25,,
