model,n,mae,rmse,r2,median_absolute_error,mean_bias,macro_mae,low_visibility_mae,ceiling_label_mae,within_1km,within_2km,balanced_regime_mae,date_macro_mae
dummy_10km,127,0.5275590551181102,1.5292425174462532,-0.13508877520312979,0.0,0.5275590551181102,3.0,3.0454545454545454,0.0,0.9133858267716536,0.9133858267716536,1.5227272727272727,0.7681159420289854
nested_svr_mae,127,0.6514178138359764,1.4535487651730417,-0.025501532393022552,0.2384986223647907,0.30260334635932584,2.8992217656234422,2.7536519851091685,0.21094970175968872,0.9133858267716536,0.9133858267716536,1.4823008434344287,0.8720113510556619
nested_svr_balanced,127,0.7308192581446684,1.4217866359517364,0.018826169892887767,0.3354010825790841,0.1308803484294238,2.691429576586212,2.490838952021403,0.36205322704668585,0.8976377952755905,0.905511811023622,1.4264460895340445,0.9106353696529306
fusion_pca_xgboost,127,0.8927312460471326,1.4866458728939058,-0.07273428167346863,0.5152416229248047,-0.024424522880494126,2.794019155791312,2.5102553367614746,0.5538214365641276,0.8740157480314961,0.9133858267716536,1.5320383866628011,1.076069080155639
image_pca_ridge,127,0.9486451900588857,1.5304094364443295,-0.13682174038799189,0.6182035954672767,-0.12489057245420108,2.8176473097087835,2.4796785675936452,0.6278572442896978,0.7401574803149606,0.8976377952755905,1.5537679059416716,1.1447741139677456
fusion_pca_ridge,127,0.9573822799889662,1.5411107704001794,-0.1527756965619007,0.6352309494887596,-0.12796890618590376,2.8263711655176076,2.491421023991319,0.6359646383884731,0.7401574803149606,0.8976377952755905,1.563692831189896,1.1502039404867783
weather_ridge,127,0.9582281638195449,1.5192565110910392,-0.12031283925903735,0.6562392281231517,-0.05447182769522545,2.8154971668594424,2.6085694247224684,0.6124423758208374,0.889763779527559,0.9133858267716536,1.6105059002716529,1.0925201043897552
transfer_weighted_ridge_reference,127,1.0368294992895513,1.6274782319150918,-0.28560477706050835,0.6828344794974708,-0.020988822158232615,2.6901286423989195,2.6436772510609567,0.7001566370136377,0.6614173228346457,0.905511811023622,1.6719169440372972,1.303620351827256
